As Of Date,Complaint Id,Tax ID,CCRB Substantiated Officer Disposition,Board Discipline Recommendation,Non-APU NYPD Penalty Report Date,Officer is_APU,APU CCRB Trial Recommended Penalty,APU Trial Commissioner Recommended Penalty,APU Plea Agreed Penalty,APU Case Status,APU Closing Date,NYPD Officer Penalty
11/25/2023,201407897,949035,Substantiated (Formalized Training),,01/28/2016,No,,,,,,Formalized Training
11/25/2023,201602625,941594,Substantiated (Formalized Training),,09/28/2017,No,,,,,,Formalized Training
11/25/2023,201804330,946620,Substantiated (Command Lvl Instructions),,03/28/2019,No,,,,,,Instructions
11/25/2023,201402542,935207,Substantiated (Command Discipline A),,09/28/2015,No,,,,,,Command Discipline - A
11/25/2023,200704228,934822,Substantiated (Charges),,02/28/2011,No,,,,,,Suspension: 31 days / Vacation: 29 days
11/25/2023,200510189,920190,Substantiated (Charges),,07/28/2008,No,,,,,,Vacation: 10 days
11/25/2023,201404505,939693,Substantiated (Command Discipline B),,11/28/2015,No,,,,,,Command Discipline - B
11/25/2023,202101119,953824,Substantiated (Command Discipline A),Substantiated (Command Discipline B),06/28/2022,No,,,,,,Command Discipline - A (Vacation: 1 day)
11/25/2023,201501773,939325,Substantiated (Command Discipline B),,09/28/2016,No,,,,,,Command Discipline - A
11/25/2023,201110762,944594,Substantiated (Charges),,01/28/2013,No,,,,,,No penalty
11/25/2023,202104497,956305,Substantiated (Command Discipline B),Substantiated (Command Discipline B),01/28/2023,No,,,,,,No penalty
11/25/2023,201001754,937792,Substantiated (Charges),,05/28/2013,No,,,,,,Vacation: 10 days
11/25/2023,201704786,943955,Substantiated (Charges),,,Yes,,,,"Closed: Retained, with discipline",12/12/2018,Command Discipline A
11/25/2023,200602924,935485,Substantiated (Command Discipline),,01/28/2007,No,,,,,,Instructions
11/25/2023,200303378,902543,Substantiated (Charges),,10/28/2004,No,,,,,,Command Discipline - B
11/25/2023,202203117,950575,Substantiated (Command Discipline A),Substantiated (Command Discipline A),10/31/2023,No,,,,,,Command Discipline - A
11/25/2023,201800525,939502,Substantiated (Command Lvl Instructions),,04/28/2019,No,,,,,,Instructions
11/25/2023,202106260,939822,Substantiated (Command Discipline A),Substantiated (Command Discipline A),03/28/2023,No,,,,,,No penalty
11/25/2023,200817695,895430,Substantiated (Charges),,04/28/2010,No,,,,,,Instructions
11/25/2023,201501642,917357,Substantiated (Command Discipline A),,08/28/2016,No,,,,,,Formalized Training
11/25/2023,201507834,943771,Substantiated (Command Discipline B),,,No,,,,,,
11/25/2023,202203578,932557,Substantiated (Command Discipline A),Substantiated (Command Discipline A),,No,,,,,,
11/25/2023,201200857,949057,Substantiated (Charges),,,Yes,Forfeit vacation 8 days,,,Closed: Not guilty after trial,11/10/2014,No penalty
11/25/2023,202004677,941601,Substantiated (Command Discipline A),Substantiated (Command Discipline A),04/28/2022,No,,,,,,Command Discipline - A
11/25/2023,200903789,947782,Substantiated (Command Discipline),,06/28/2011,No,,,,,,Instructions
11/25/2023,202202547,953903,Substantiated (Command Discipline A),Substantiated (Command Discipline B),10/31/2023,No,,,,,,Command Discipline - B (Vacation: 2 days)
11/25/2023,202100060,964981,Substantiated (Command Discipline A),Substantiated (Command Discipline A),06/28/2022,No,,,,,,Command Discipline - A
11/25/2023,201807856,931988,Substantiated (Command Discipline A),,11/28/2019,No,,,,,,Formalized Training
11/25/2023,202003834,940144,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
11/25/2023,200302816,898673,Substantiated (Charges),,03/28/2004,No,,,,,,Command Discipline - A
11/25/2023,200206651,905957,Substantiated (Command Discipline),,03/28/2004,No,,,,,,Command Discipline - A
11/25/2023,200707380,889288,Substantiated (Charges),,11/28/2008,No,,,,,,No penalty
11/25/2023,200412149,906705,Substantiated (Command Discipline),,04/28/2006,No,,,,,,Instructions
11/25/2023,202204823,934770,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
11/25/2023,201103519,932718,Substantiated (Command Discipline),,09/28/2012,No,,,,,,Command Discipline - B
11/25/2023,201707151,958382,Substantiated (Command Lvl Instructions),,01/28/2019,No,,,,,,Instructions
11/25/2023,202205313,938991,Substantiated (Formalized Training),Substantiated (Formalized Training),,No,,,,,,
11/25/2023,202205228,946873,Substantiated (Formalized Training),Substantiated (Formalized Training),,No,,,,,,
11/25/2023,200911957,941138,Substantiated (Command Discipline),,01/28/2011,No,,,,,,Instructions
11/25/2023,201100699,945585,Substantiated (Instructions),,07/28/2012,No,,,,,,Instructions
11/25/2023,201400712,939435,Substantiated (Formalized Training),,07/28/2015,No,,,,,,Instructions
11/25/2023,201902270,957510,Substantiated (Formalized Training),,09/28/2020,No,,,,,,Formalized Training
11/25/2023,201705110,955956,Substantiated (Command Discipline B),,11/28/2018,No,,,,,,No penalty
11/25/2023,201506307,942285,Substantiated (Formalized Training),,06/28/2016,No,,,,,,Formalized Training
11/25/2023,202005192,947571,Substantiated (Command Discipline A),Substantiated (Command Discipline A),04/28/2022,No,,,,,,Command Discipline - A (Vacation: 5 days)
11/25/2023,200301995,913785,Substantiated (Charges),,08/28/2004,No,,,,,,No penalty
11/25/2023,201900192,964150,Substantiated (Command Lvl Instructions),,06/28/2020,No,,,,,,Closed Administratively (No penalty reported)
11/25/2023,201205225,923188,Substantiated (No Recommendations),,09/28/2013,No,,,,,,No penalty
11/25/2023,201902715,949100,Substantiated (Command Discipline B),,10/28/2020,No,,,,,,Command Discipline - B
11/25/2023,200804681,935878,Substantiated (Charges),,09/28/2011,No,,,,,,
11/25/2023,202103661,963729,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
11/25/2023,201703055,943785,Substantiated (Command Discipline A),,09/28/2018,No,,,,,,No penalty
11/25/2023,201901569,954931,Substantiated (Formalized Training),,06/28/2020,No,,,,,,Formalized Training
11/25/2023,201609694,952221,Substantiated (Command Discipline A),,02/28/2018,No,,,,,,Formalized Training
11/25/2023,202104854,968730,Substantiated (Command Discipline A),Substantiated (Command Discipline A),02/28/2023,No,,,,,,Command Discipline - A (Vacation: 1 day)
11/25/2023,201801073,929755,Substantiated (Command Lvl Instructions),,12/28/2018,No,,,,,,Instructions
11/25/2023,202007603,932383,Substantiated (Command Discipline A),Substantiated (Command Discipline A),10/28/2022,No,,,,,,No penalty
11/25/2023,202105593,955373,Substantiated (Command Discipline A),Substantiated (Command Discipline A),07/28/2022,No,,,,,,Command Discipline - A
11/25/2023,200604771,924417,Substantiated (Charges),,10/28/2007,No,,,,,,
11/25/2023,201116641,942693,Substantiated (Charges),,,Yes,Forfeit vacation 8 days,Forfeit vacation 4 days,,Closed: Guilty after trial,12/11/2014,Forfeit vacation 4 days
11/25/2023,202201745,948662,Substantiated (Command Discipline B),Substantiated (Command Discipline B),07/28/2023,No,,,,,,No penalty
11/25/2023,201808027,938343,Substantiated (Command Discipline A),,03/28/2020,No,,,,,,Command Discipline - A
11/25/2023,201406842,944542,Substantiated (Charges),,,Yes,Forfeit vacation 8 days,,,Closed: Not guilty after trial,10/14/2016,
11/25/2023,200407920,914404,Substantiated (Charges),,03/28/2006,No,,,,,,No penalty
11/25/2023,201609557,937294,Substantiated (Command Discipline A),,05/28/2018,No,,,,,,Formalized Training
11/25/2023,200308364,904207,Substantiated (Command Discipline),,09/28/2006,No,,,,,,No penalty
11/25/2023,202101162,960754,Substantiated (Command Discipline B),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
11/25/2023,202105284,950268,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
11/25/2023,201506560,954440,Substantiated (Formalized Training),,06/28/2016,No,,,,,,Command Level Instructions
11/25/2023,200410783,929562,Substantiated (Charges),,03/28/2007,No,,,,,,Vacation: 10 days
11/25/2023,202201914,970290,Substantiated (Formalized Training),Substantiated (Formalized Training),,No,,,,,,
11/25/2023,202203095,936304,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
11/25/2023,200306973,909133,Substantiated (Command Discipline),,05/28/2004,No,,,,,,Retired
11/25/2023,200003741,911299,Substantiated (Command Discipline),,,No,,,,,,
11/25/2023,201502623,949083,Substantiated (Command Discipline A),,09/28/2016,No,,,,,,Command Discipline - A
11/25/2023,200301006,925715,Substantiated (Charges),,07/28/2004,No,,,,,,Instructions
11/25/2023,200300939,914120,Substantiated (Charges),,07/28/2004,No,,,,,,Command Discipline - A
11/25/2023,201806701,963285,Substantiated (Command Lvl Instructions),,04/28/2019,No,,,,,,Instructions
11/25/2023,201608020,946346,Substantiated (Formalized Training),,03/28/2018,No,,,,,,Formalized Training
11/25/2023,201607274,927822,Substantiated (Formalized Training),,10/28/2017,No,,,,,,Instructions
11/25/2023,200905169,920663,Substantiated (No Recommendations),,09/28/2010,No,,,,,,Instructions
11/25/2023,200810915,934498,Substantiated (Charges),,01/28/2010,No,,,,,,Instructions
11/25/2023,200404709,902639,Substantiated (Charges),,03/28/2005,No,,,,,,Instructions
11/25/2023,202003463,944709,Substantiated (Command Discipline A),Substantiated (Charges),,Yes,,,,Closed: Charges not served,07/15/2023,
11/25/2023,202100434,953901,Substantiated (Command Discipline B),Substantiated (Command Discipline B),07/28/2022,No,,,,,,No penalty
11/25/2023,200102083,907679,Substantiated (Instructions),,07/28/2003,No,,,,,,
11/25/2023,202107146,954850,Substantiated (Command Discipline A),Substantiated (Command Discipline A),05/28/2023,No,,,,,,No penalty
11/25/2023,202201281,943699,Substantiated (Command Discipline A),Substantiated (Command Discipline B),09/28/2023,No,,,,,,Command Discipline - B (Vacation: 3 days)
11/25/2023,200407307,926188,Substantiated (Charges),,08/28/2005,No,,,,,,Instructions
11/25/2023,201908894,934370,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
11/25/2023,202100994,952668,Substantiated (Command Discipline A),Substantiated (Command Discipline A),07/28/2022,No,,,,,,Command Discipline - A
11/25/2023,201102910,925113,Substantiated (Charges),,09/28/2012,No,,,,,,No penalty
11/25/2023,202008510,953363,Substantiated (Formalized Training),Substantiated (Formalized Training),,No,,,,,,
11/25/2023,202003525,946121,Substantiated (Command Discipline A),Substantiated (Charges),,Yes,,,,Closed: Charges not served,07/15/2023,
11/25/2023,202003354,961961,Substantiated (Command Discipline A),Substantiated (Command Discipline B),02/28/2023,No,,,,,,No penalty
11/25/2023,201500694,951552,Substantiated (Command Discipline B),,10/28/2017,No,,,,,,No penalty
11/25/2023,201808002,955116,Substantiated (Command Discipline B),,04/28/2020,No,,,,,,Command Discipline - A
11/25/2023,202201706,942673,Substantiated (Command Discipline B),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
11/25/2023,202103086,962625,Substantiated (Command Discipline B),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
11/25/2023,200400705,904057,Substantiated (Command Discipline),,05/28/2005,No,,,,,,Instructions
11/25/2023,202104100,961616,Substantiated (Command Discipline A),Substantiated (Command Discipline A),01/28/2023,No,,,,,,Command Discipline - A
11/25/2023,200717482,914805,Substantiated (Charges),,06/28/2009,No,,,,,,Command Discipline - B
11/25/2023,200101759,890339,Substantiated (Charges),,10/28/2003,No,,,,,,
11/25/2023,201506307,923447,Substantiated (Formalized Training),,06/28/2016,No,,,,,,Formalized Training / Instructions
11/25/2023,200205782,892944,Substantiated (Charges),,07/28/2005,No,,,,,,No penalty
11/25/2023,200207045,923452,Substantiated (Command Discipline),,02/28/2004,No,,,,,,Instructions
11/25/2023,202101153,953993,Substantiated (Command Discipline A),Substantiated (Command Discipline A),07/28/2022,No,,,,,,Command Discipline - A
11/25/2023,201904181,942437,Substantiated (Formalized Training),,04/28/2021,No,,,,,,Formalized Training
11/25/2023,201803266,946334,Substantiated (Command Lvl Instructions),,02/28/2019,No,,,,,,Instructions
11/25/2023,200203294,896215,Substantiated (Charges),,11/28/2004,No,,,,,,No penalty
11/25/2023,201500715,930271,Substantiated (Command Discipline B),,04/28/2018,No,,,,,,Command Discipline - B
11/25/2023,200000628,917585,Substantiated (Command Discipline),,,No,,,,,,
11/25/2023,201708362,930786,Substantiated (Formalized Training),,06/28/2018,No,,,,,,Formalized Training
11/25/2023,201604373,949996,Substantiated (Formalized Training),,09/28/2017,No,,,,,,Instructions
11/25/2023,200509422,930490,Substantiated (Charges),,01/28/2007,No,,,,,,Instructions
11/25/2023,202000071,904994,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
11/25/2023,202004905,932633,Substantiated (Command Discipline B),Substantiated (Command Discipline B),05/28/2022,No,,,,,,No penalty
11/25/2023,200302675,924078,Substantiated (Charges),,04/28/2005,No,,,,,,No penalty
11/25/2023,201015205,921596,Substantiated (Charges),,04/28/2012,No,,,,,,Instructions
11/25/2023,200309420,919113,Substantiated (Command Discipline),,09/28/2004,No,,,,,,Command Discipline - A
11/25/2023,200400722,919120,Substantiated (Command Discipline),,06/28/2005,No,,,,,,Command Discipline - A
11/25/2023,200710245,920626,Substantiated (Command Discipline),,03/28/2009,No,,,,,,Command Discipline - A
11/25/2023,201702243,914030,Substantiated (Formalized Training),,07/28/2018,No,,,,,,Formalized Training
11/25/2023,201900473,965264,Substantiated (Formalized Training),,05/28/2020,No,,,,,,Formalized Training
11/25/2023,201906379,953338,Substantiated (Command Discipline A),,09/28/2020,No,,,,,,Command Discipline - A
11/25/2023,201603094,957675,Substantiated (Formalized Training),,09/28/2017,No,,,,,,No penalty
11/25/2023,202201091,969387,Substantiated (Formalized Training),Substantiated (Formalized Training),08/28/2023,No,,,,,,No penalty
11/25/2023,201116422,916284,Substantiated (Command Discipline),,06/28/2013,No,,,,,,Command Discipline - B
11/25/2023,201706153,933719,Substantiated (Command Discipline B),,10/28/2018,No,,,,,,Command Discipline - A
11/25/2023,202007642,898342,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Closed: Charges not served,07/26/2023,
11/25/2023,201901085,935951,Substantiated (Command Discipline B),,06/28/2020,No,,,,,,Command Discipline - B
11/25/2023,200510757,919278,Substantiated (Charges),,02/28/2007,No,,,,,,Command Discipline - A
11/25/2023,200004838,893551,Substantiated (Instructions),,,No,,,,,,
11/25/2023,201902883,938037,Substantiated (Command Discipline A),,09/28/2020,No,,,,,,Command Discipline - A
11/25/2023,201809275,962014,Substantiated (Formalized Training),,04/28/2020,No,,,,,,No penalty
11/25/2023,202201115,964910,Substantiated (Command Discipline A),Substantiated (Command Discipline A),07/28/2023,No,,,,,,Command Discipline - A
11/25/2023,202202133,968802,Substantiated (Command Discipline A),Substantiated (Command Discipline A),09/28/2023,No,,,,,,Formalized Training
11/25/2023,201300228,925795,Substantiated (Charges),,,Yes,,,Forfeit vacation 3 days,Closed: Resolved by plea,05/28/2015,Forfeit vacation 3 days
11/25/2023,202202294,949714,Substantiated (Command Discipline A),Substantiated (Command Discipline B),08/28/2023,No,,,,,,No penalty
11/25/2023,200207380,896968,Substantiated (Charges),,01/28/2005,No,,,,,,No penalty
11/25/2023,202101803,955604,Substantiated (Command Discipline A),Substantiated (Command Discipline A),01/28/2023,No,,,,,,Command Discipline - A
11/25/2023,202203038,941107,Substantiated (Command Discipline A),Substantiated (Command Discipline A),,No,,,,,,
11/25/2023,200205748,910860,Substantiated (Command Discipline),,02/28/2004,No,,,,,,Command Discipline - A
11/25/2023,200200191,919115,Substantiated (Instructions),,06/28/2003,No,,,,,,Command Discipline - A
11/25/2023,201403796,918006,Substantiated (Formalized Training),,10/28/2015,No,,,,,,Formalized Training
11/25/2023,201908721,964401,Substantiated (Command Discipline A),Substantiated (Command Discipline A),11/28/2021,No,,,,,,No penalty
11/25/2023,201105441,933767,Substantiated (Instructions),,10/28/2012,No,,,,,,No penalty
11/25/2023,200208092,904023,Substantiated (Charges),,09/28/2004,No,,,,,,Vacation: 25 days
11/25/2023,201903853,939146,Substantiated (Formalized Training),,02/28/2021,No,,,,,,Formalized Training
11/25/2023,200106568,880060,Substantiated (Charges),,12/28/2004,No,,,,,,No penalty
11/25/2023,200901207,940443,Substantiated (No Recommendations),,07/28/2010,No,,,,,,Command Discipline - B
11/25/2023,202106546,950797,Substantiated (Command Discipline B),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
11/25/2023,200604187,898419,Substantiated (Charges),,09/28/2007,No,,,,,,Instructions
11/25/2023,201809421,950086,Substantiated (Charges),,,Yes,Forfeit vacation 20 days,,,Closed: Not guilty after trial,06/01/2023,
11/25/2023,201703007,951287,Substantiated (Formalized Training),,10/28/2018,No,,,,,,Formalized Training
